,index,Event ID,Agency,Standardized Type,Agency-specific Type,Start time,Closed time,Location,Op. Center,Latitude,Longitude,Road,Duration (Incident clearance time),Operator Notes,Responders,Max Lanes Closed,geometry,duration_min
13744,3262,CALTRANS_191022INFSP00346,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 00:49:00,2019-10-23 01:34:00,I10 E EO CITRUS AVE FONT,Unknown,34.066787,-117.445167,I-10,45 minutes,14.0,,,POINT (235799.5223773977 -435581.2565691005),45
13745,3263,CALTRANS_191022INFSP00347,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 00:49:00,2019-10-23 01:12:00,I10 W EO MOUNTAIN AVE,Unknown,34.087394,-117.662948,I-10,23 minutes,7.0,,,POINT (215647.2388844095 -433814.5452544931),23
13680,3196,CALTRANS_191022IN01128,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 00:52:00,2019-10-23 01:18:00,I10 E EO CITRUS AVE FONT,Unknown,34.066787,-117.445167,I-10,26 minutes,6.0,,,POINT (235799.5223773977 -435581.2565691005),26
2595,4221,CALTRANS_191022IN01126,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 00:52:00,2019-10-23 02:09:00,SR60 E WO RUBIDOUX BLVD,Unknown,34.00417,-117.407968,SR 60,1 hour 17 minutes,3.0,,,POINT (239421.8471795564 -442431.3681603093),77
2657,4289,CALTRANS_191022INFSP00352,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 00:53:00,2019-10-23 01:18:00,SR60 E WO RUBIDOUX BLVD,Unknown,34.00417,-117.407968,SR 60,25 minutes,2.0,,,POINT (239421.8471795564 -442431.3681603093),25
13681,3197,CALTRANS_191022IN01129,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 00:53:00,2019-10-23 01:18:00,I10 E EO CITRUS AVE FONT,Unknown,34.066787,-117.445167,I-10,25 minutes,6.0,,,POINT (235799.5223773977 -435581.2565691005),25
13747,3265,CALTRANS_191022INFSP00354,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-10-23 00:54:00,2019-10-23 01:28:00,I10 E SIERRA AVE 123,Unknown,34.067261,-117.436039,I-10,34 minutes,6.0,,,POINT (236640.3686294238 -435505.9517955943),34
13683,3199,CALTRANS_191022IN01160,CADOT,Collision,20002-Hit and Run No Injuries,2019-10-23 01:15:00,2019-10-23 01:47:00,I10 W VINEYARD AVE,Unknown,34.070482,-117.61064099999999,I-10,32 minutes,2.0,,,POINT (220520.0377479951 -435569.7252076785),32
13684,3200,CALTRANS_191022IN01162,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 01:19:00,2019-10-23 01:41:00,,Unknown,34.066402000000004,-117.46148899999999,I-10,22 minutes,4.0,,,POINT (234294.5802048027 -435664.4145237682),22
13750,3268,CALTRANS_191022INFSP00371,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 01:20:00,2019-10-23 02:00:00,I10 E WO CITRUS AVE FONT,Unknown,34.066402000000004,-117.46148899999999,I-10,40 minutes,6.0,,,POINT (234294.5802048027 -435664.4145237682),40
13688,3204,CALTRANS_191022IN01188,CADOT,Collision,20002-Hit and Run No Injuries,2019-10-23 01:32:00,2019-10-23 03:13:00,1091 7TH CALIMESA,Unknown,34.029403,-117.12999199999999,1091 7TH CALIMESA,1 hour 41 minutes,,,,POINT (265005.8659044575 -438894.0851566042),101
13687,3203,CALTRANS_191022IN01184,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 01:33:00,2019-10-23 02:00:00,I15 N SO KENWOOD AVE,Unknown,34.233174,-117.420194,I-15,27 minutes,3.0,,,POINT (237601.629465725 -417066.6243349281),27
13689,3205,CALTRANS_191022IN01191,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 01:36:00,2019-10-23 02:46:00,I15 N NO KENWOOD AVE,Unknown,34.24973,-117.442178,I-15,1 hour 10 minutes,9.0,,,POINT (235527.8320798847 -415285.2442301922),70
13752,3270,CALTRANS_191022INFSP00377,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 01:38:00,2019-10-23 02:05:00,I15 N SO FOOTHILL BLVD,Unknown,34.100396999999994,-117.538816,I-15,27 minutes,1.0,,,POINT (227061.3444324076 -432082.7171719237),27
13690,3206,CALTRANS_191022IN01195,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 01:42:00,2019-10-23 02:06:00,I15 N SO FOOTHILL BLVD,Unknown,34.100396999999994,-117.538816,I-15,24 minutes,2.0,,,POINT (227061.3444324076 -432082.7171719237),24
2596,4222,CALTRANS_191022IN01214,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 01:54:00,2019-10-23 02:49:00,SR91 E AT I15,Unknown,33.881814,-117.547053,SR 91,55 minutes,1.0,,,POINT (226928.8187546401 -456339.7926837103),55
2597,4223,CALTRANS_191022IN01220,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 01:55:00,2019-10-23 02:28:00,I215 S NO VAN BUREN BLVD VB,Unknown,33.897822,-117.275129,I-215,33 minutes,3.0,,,POINT (252027.6484240106 -453878.1697295392),33
13691,3207,CALTRANS_191022IN01223,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 01:57:00,2019-10-23 02:40:00,I10 W EO 4TH ST,Unknown,34.074155,-117.617107,I-10,43 minutes,9.0,,,POINT (219913.1602752235 -435177.4228425138),43
13692,3208,CALTRANS_191022IN01227,CADOT,Collision,20002-Hit and Run No Injuries,2019-10-23 01:58:00,2019-10-23 06:00:00,,Unknown,34.030212,-117.67813799999999,CA 60,4 hours 2 minutes,11.0,,,POINT (214401.219183955 -440190.2556632711),242
13693,3209,CALTRANS_191022IN01229,CADOT,Collision,20002-Hit and Run No Injuries,2019-10-23 02:01:00,2019-10-23 03:46:00,1023 STAR BUCKS * 1181 S MT VERNON,Unknown,34.064060999999995,-117.294573,1023 STAR BUCKS,1 hour 45 minutes,3.0,,,POINT (249703.6270945179 -435497.9494767729),105
2497,4110,CALTRANS_191022IC00267,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 02:23:00,2019-10-23 02:49:00,I10 E EO Beaumont Av -IC,Unknown,33.927063000000004,-116.970883,I-10,26 minutes,1.0,,,POINT (280055.1488363068 -449782.7525352063),26
13694,3211,CALTRANS_191022IN01252,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 02:24:00,2019-10-23 02:47:00,I10 E EO 4TH ST,Unknown,34.073961,-117.61717900000001,I-10,23 minutes,1.0,,,POINT (219907.0577385701 -435199.1037452249),23
2600,4226,CALTRANS_191022IN01273,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 02:40:00,2019-10-23 04:13:00,SR60 E WO RIVERSIDE IC,Unknown,33.995176,-117.36173899999999,SR 60,1 hour 33 minutes,13.0,,,POINT (243718.6112050019 -443310.8337006965),93
2599,4225,CALTRANS_191022IN01272,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 02:40:00,2019-10-23 03:35:00,I15 S NO 2ND ST,Unknown,33.915754,-117.557528,I-15,55 minutes,2.0,,,POINT (225862.9975948893 -452601.7825101349),55
13698,3215,CALTRANS_191022IN01315,CADOT,Collision,20002-Hit and Run No Injuries,2019-10-23 03:06:00,2019-10-23 05:11:00,1023 - 1150 MULBERRY -- CALIMESA,Unknown,34.026634,-117.11924499999999,1023 - 1150 MULBERRY -- CALIMESA,2 hours 5 minutes,,,,POINT (266007.2304983102 -439171.0010669488),125
13699,3216,CALTRANS_191022IN01316,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 03:07:00,2019-10-23 16:52:00,OES #19-6802,Unknown,34.034942,-117.144221,OES #19-6802,13 hours 45 minutes,40.0,,,POINT (263673.9068222815 -438319.6168399062),825
2603,4230,CALTRANS_191022IN01322,CADOT,Congestion Due to Closure,CLOSURE of a Road,2019-10-23 03:12:00,2019-10-23 11:45:00,SR91 W EO PROMENADE AVE,Unknown,33.883556,-117.53580500000001,SR 91,8 hours 33 minutes,4.0,,,POINT (227964.1471394854 -456119.6722789467),513
2604,4231,CALTRANS_191022IN01328,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 03:13:00,2019-10-23 06:16:00,SR91 W EO MCKINLEY ST,Unknown,33.888756,-117.51288600000001,SR 91,3 hours 3 minutes,35.0,,,POINT (230068.7858940261 -455487.7838586494),183
2605,4232,CALTRANS_191022IN01345,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 03:27:00,2019-10-23 03:50:00,I15 S NO 2ND ST,Unknown,33.915754,-117.557528,I-15,23 minutes,2.0,,,POINT (225862.9975948893 -452601.7825101349),23
13700,3217,CALTRANS_191022IN01350,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 03:29:00,2019-10-23 09:16:00,,Unknown,34.088284,-117.544532,I-15,5 hours 47 minutes,15.0,,,POINT (226568.9197107612 -433439.6819616198),347
2606,4233,CALTRANS_191022IN01364,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 03:37:00,2019-10-23 04:23:00,I215 S SO BOX SPRINGS RD,Unknown,33.945878,-117.29749699999999,I-215,46 minutes,2.0,,,POINT (249807.448396873 -448609.5315341596),46
13702,3220,CALTRANS_191022IN01373,CADOT,Incident,SIG Alert,2019-10-23 03:48:00,2019-10-23 16:52:00,I10 W EO REDLANDS BLVD,Unknown,34.034942,-117.144221,I-10,13 hours 4 minutes,10.0,,,POINT (263673.9068222815 -438319.6168399062),784
2608,4235,CALTRANS_191022IN01380,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 03:56:00,2019-10-23 04:59:00,SR91 W MCKINLEY ST,Unknown,33.886376,-117.517871,SR 91,1 hour 3 minutes,1.0,,,POINT (229614.6671824818 -455763.7401480908),63
13703,3221,CALTRANS_191022IN01381,CADOT,Collision,1181-Trfc Collision-Minor Inj,2019-10-23 03:57:00,2019-10-23 05:58:00,SR60 E WO VINEYARD AVE,Unknown,34.030393,-117.619599,SR 60,2 hours 1 minute,18.0,,,POINT (219805.0966287199 -440036.1350678415),121
13427,2857,CALTRANS_191022IN01393,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 04:02:00,2019-10-23 04:25:00,,Unknown,34.139885,-117.302621,,23 minutes,1.0,,,POINT (248721.7369270224 -427111.0008455152),23
2004,3281,CALTRANS_191022IN01398,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 04:10:00,2019-10-23 04:45:00,SR60 E WO COUNTRY VILLAGE RD,Unknown,34.018404,-117.514426,SR 60,35 minutes,6.0,,,POINT (229549.404725512 -441116.3427566853),35
13428,2858,CALTRANS_191022IN01401,CADOT,Congestion Due to Closure,CLOSURE of a Road,2019-10-23 04:14:00,2019-10-23 11:51:00,SR60 E MOUNTAIN AVE,Unknown,34.030237,-117.66776999999999,SR 60,7 hours 37 minutes,4.0,,,POINT (215358.3415539631 -440163.9846844887),457
2005,3282,CALTRANS_191022IN01403,CADOT,Congestion Due to Closure,CLOSURE of a Road,2019-10-23 04:18:00,2019-10-23 11:07:00,I15 S LIMONITE AVE,Unknown,33.975293,-117.549015,I-15,6 hours 49 minutes,1.0,,,POINT (226479.3439312074 -445979.8670153418),409
2006,3283,CALTRANS_191022IN01406,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 04:20:00,2019-10-23 05:19:00,SR91 W WO MAGNOLIA AVE,Unknown,33.897494,-117.49136200000001,SR 91,59 minutes,7.0,,,POINT (232033.7460904702 -454466.542049503),59
2007,3284,CALTRANS_191022IN01436,CADOT,Congestion Due to Closure,CLOSURE of a Road,2019-10-23 04:52:00,2019-10-23 11:45:00,I215 N VAN BUREN BLVD VB,Unknown,33.889507,-117.270733,I-215,6 hours 53 minutes,2.0,,,POINT (252460.673332616 -454788.3019365421),413
13430,2860,CALTRANS_191022IN01446,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 05:07:00,2019-10-23 05:28:00,SR60 W EO RESERVOIR ST,Unknown,34.025578,-117.72508300000001,SR 60,21 minutes,3.0,,,POINT (210079.4815978442 -440809.2268789881),21
2008,3285,CALTRANS_191022IN01455,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 05:16:00,2019-10-23 06:11:00,I15 S NO SANTA ANA RIVER BRDG,Unknown,33.959395,-117.548992,I-15,55 minutes,18.0,,,POINT (226527.0508906335 -447742.6028306279),55
2011,3288,CALTRANS_191022IN01486,CADOT,Congestion Due to Closure,CLOSURE of a Road,2019-10-23 05:39:00,2019-10-23 11:45:00,SR60 W LA RUE ST,Unknown,34.005373,-117.413002,SR 60,6 hours 6 minutes,1.0,,,POINT (238953.3395015492 -442310.6776162605),366
2002,3279,CALTRANS_191022IC00326,CADOT,Injuries Involved,20001-Hit and Run w/Injuries,2019-10-23 05:39:00,2019-10-23 06:45:00,I10 W EO Cherry Valley Blvd,Unknown,33.970329,-117.03834499999999,I-10,1 hour 6 minutes,8.0,,,POINT (273670.1584085362 -445183.2584510548),66
13432,2862,CALTRANS_191022IN01500,CADOT,Fire,FIRE-Report of Fire,2019-10-23 05:53:00,2019-10-23 06:23:00,I10 E AT I210,Unknown,34.066505,-117.20703300000001,I-10,30 minutes,6.0,,,POINT (257773.0470072903 -434992.6642268449),30
2013,3290,CALTRANS_191022IN01535,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 06:06:00,2019-10-23 06:46:00,,Unknown,33.975229999999996,-117.549015,Limonite Ave,40 minutes,1.0,,,POINT (226479.5245623684 -445986.8525984562),40
2014,3291,CALTRANS_191022IN01541,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 06:15:00,2019-10-23 07:06:00,I15 N AT SR91,Unknown,33.880645,-117.546573,I-15,51 minutes,4.0,,,POINT (226976.5696468205 -456468.2512120348),51
2025,3345,CALTRANS_191023IN00020,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 07:52:00,2019-10-23 08:42:00,I215 S NO BOX SPRINGS RD,Unknown,33.950461,-117.303118,I-215,50 minutes,10.0,,,POINT (249273.5505378438 -448116.2044405448),50
13435,2887,CALTRANS_191023IN00024,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 08:02:00,2019-10-23 08:31:00,I10 E EO CENTRAL AVE,Unknown,34.087156,-117.68236599999999,I-10,29 minutes,5.0,,,POINT (213856.4818778087 -433884.9232851858),29
2026,3347,CALTRANS_191023IN00060,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 09:49:00,2019-10-23 12:21:00,,Unknown,33.955951,-117.380917,CA 91,2 hours 32 minutes,4.0,,,POINT (242067.6043298365 -447709.1065577916),152
13436,2888,CALTRANS_191023IN00066,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 10:25:00,2019-10-23 11:43:00,,Unknown,34.100396999999994,-117.538816,I-15,1 hour 18 minutes,11.0,,,POINT (227061.3444324076 -432082.7171719237),78
2027,3348,CALTRANS_191023IN00080,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 11:06:00,2019-10-23 11:36:00,SR60 W EO RUBIDOUX BLVD,Unknown,34.00524,-117.39346299999998,SR 60,30 minutes,4.0,,,POINT (240758.0515508717 -442275.9932137402),30
13437,2889,CALTRANS_191023IN00078,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 11:07:00,2019-10-23 11:59:00,I10 W WO YUCAIPA BLVD,Unknown,34.027858,-117.124407,I-10,52 minutes,5.0,,,POINT (265526.6033067287 -439049.7606366035),52
13438,2890,CALTRANS_191023IN00086,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 11:21:00,2019-10-23 11:44:00,I10 W TO I15 N CON,Unknown,34.068078,-117.542528,I-10,23 minutes,2.0,,,POINT (226811.8834960411 -435675.6281839171),23
2028,3349,CALTRANS_191023IN00092,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 11:49:00,2019-10-23 12:40:00,I215 S NO CACTUS AVE,Unknown,33.912493,-117.284602,I-215,51 minutes,1.0,,,POINT (251105.1184486704 -452276.8059316641),51
2029,3350,CALTRANS_191023IN00108,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 12:25:00,2019-10-23 13:53:00,I15 S TO SR60 W CON,Unknown,34.026311,-117.550977,I-15,1 hour 28 minutes,7.0,,,POINT (226151.9248910933 -440327.3967264532),88
2112,3445,CALTRANS_191023INFSP00002,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-10-23 12:26:00,2019-10-23 13:03:00,I15 S TO SR60 W CON,Unknown,34.026311,-117.550977,I-15,37 minutes,4.0,,,POINT (226151.9248910933 -440327.3967264532),37
13440,2892,CALTRANS_191023IN00123,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 12:48:00,2019-10-23 14:19:00,I10 W EO OAK GLEN RD,Unknown,34.015246000000005,-117.086897,I-10,1 hour 31 minutes,9.0,,,POINT (269032.0986437897 -440342.3490002942),91
13527,2992,CALTRANS_191023INFSP00021,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 12:49:00,2019-10-23 13:15:00,I15 S NO BASELINE RD,Unknown,34.12773,-117.506599,I-15,26 minutes,3.0,,,POINT (229953.1697692941 -428973.8831101474),26
2030,3351,CALTRANS_191023IN00125,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 12:49:00,2019-10-23 14:10:00,,Unknown,33.941238,-117.270551,CA 60,1 hour 21 minutes,4.0,,,POINT (252312.3471042566 -449052.6128543522),81
13528,2993,CALTRANS_191023INFSP00025,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 12:51:00,2019-10-23 13:56:00,I10 W EO OAK GLEN RD,Unknown,34.015246000000005,-117.086897,I-10,1 hour 5 minutes,5.0,,,POINT (269032.0986437897 -440342.3490002942),65
13529,2994,CALTRANS_191023INFSP00028,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 12:51:00,2019-10-23 13:26:00,I15 N NO DUNCAN CANYON RD,Unknown,34.167501,-117.458069,I-15,35 minutes,4.0,,,POINT (234309.4901034388 -424444.4132214086),35
2113,3446,CALTRANS_191023INFSP00026,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 12:51:00,2019-10-23 13:26:00,,Unknown,33.941238,-117.270551,CA 60,35 minutes,3.0,,,POINT (252312.3471042566 -449052.6128543522),35
13441,2893,CALTRANS_191023IN00127,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 12:52:00,2019-10-23 14:28:00,I15 N NO DUNCAN CANYON RD,Unknown,34.167501,-117.458069,I-15,1 hour 36 minutes,7.0,,,POINT (234309.4901034388 -424444.4132214086),96
2018,3315,CALTRANS_191023IC00050,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 12:56:00,2019-10-23 14:21:00,I10 W WO COUNTY LINE RD,Unknown,34.010713,-117.069549,I-10,1 hour 25 minutes,6.0,,,POINT (270649.2588289998 -440795.5533876559),85
13443,2895,CALTRANS_191023IN00135,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 13:01:00,2019-10-23 13:55:00,I10 W WO I15,Unknown,34.067515,-117.554566,I-10,54 minutes,3.0,,,POINT (225702.6964407352 -435766.7895395341),54
13531,2996,CALTRANS_191023INFSP00034,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 13:01:00,2019-10-23 13:22:00,I10 W WO I15,Unknown,34.067515,-117.554566,I-10,21 minutes,2.0,,,POINT (225702.6964407352 -435766.7895395341),21
2114,3447,CALTRANS_191023INFSP00037,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 13:03:00,2019-10-23 13:49:00,,Unknown,34.004114,-117.550127,I-15,46 minutes,4.0,,,POINT (226294.0159277623 -442786.7324890182),46
2031,3352,CALTRANS_191023IN00138,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 13:04:00,2019-10-23 14:45:00,,Unknown,34.004114,-117.550127,I-15,1 hour 41 minutes,6.0,,,POINT (226294.0159277623 -442786.7324890182),101
2033,3354,CALTRANS_191023IN00143,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 13:12:00,2019-10-23 14:11:00,I215 N SO MARTIN LUTHER KING BLVD MLK,Unknown,33.963913,-117.324977,I-215,59 minutes,5.0,,,POINT (247211.5626763804 -446681.9810749819),59
2116,3449,CALTRANS_191023INFSP00044,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 13:13:00,2019-10-23 14:00:00,,Unknown,33.99921,-117.550128,I-15,47 minutes,3.0,,,POINT (226307.9781665719 -443330.5176619436),47
2115,3448,CALTRANS_191023INFSP00043,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 13:13:00,2019-10-23 13:40:00,I215 N SO MARTIN LUTHER KING BLVD MLK,Unknown,33.963913,-117.324977,I-215,27 minutes,3.0,,,POINT (247211.5626763804 -446681.9810749819),27
13444,2896,CALTRANS_191023IN00147,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 13:17:00,2019-10-23 14:23:00,I10 W EO MILLIKEN AVE,Unknown,34.067515,-117.554566,I-10,1 hour 6 minutes,9.0,,,POINT (225702.6964407352 -435766.7895395341),66
13532,2997,CALTRANS_191023INFSP00048,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-10-23 13:18:00,2019-10-23 13:39:00,I10 W EO MILLIKEN AVE,Unknown,34.067515,-117.554566,I-10,21 minutes,5.0,,,POINT (225702.6964407352 -435766.7895395341),21
13445,2897,CALTRANS_191023IN00151,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 13:20:00,2019-10-23 14:47:00,I15 S NO JURUPA AVE,Unknown,34.056062,-117.546582,I-15,1 hour 27 minutes,7.0,,,POINT (226472.2932803 -437017.8067900781),87
2034,3355,CALTRANS_191023IN00150,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 13:21:00,2019-10-23 14:39:00,,Unknown,33.99921,-117.550128,I-15,1 hour 18 minutes,6.0,,,POINT (226307.9781665719 -443330.5176619436),78
2035,3356,CALTRANS_191023IN00156,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 13:34:00,2019-10-23 14:04:00,,Unknown,33.942213,-117.292447,,30 minutes,5.0,,,POINT (250285.7287591214 -449002.5524503929),30
2117,3450,CALTRANS_191023INFSP00054,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 13:35:00,2019-10-23 14:00:00,,Unknown,33.942213,-117.292447,,25 minutes,3.0,,,POINT (250285.7287591214 -449002.5524503929),25
2036,3357,CALTRANS_191023IN00157,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 13:36:00,2019-10-23 14:35:00,TL91 W WO LINC,Unknown,33.882397,-117.589753,,59 minutes,9.0,,,POINT (222977.7402521347 -456376.4695468205),59
2118,3451,CALTRANS_191023INFSP00055,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 13:37:00,2019-10-23 14:15:00,TL91 W EO LINCOLN AVE,Unknown,33.881453,-117.578149,,38 minutes,7.0,,,POINT (224053.6953721952 -456453.7753906799),38
13535,3000,CALTRANS_191023INFSP00066,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 13:49:00,2019-10-23 14:14:00,I10 E WO MONTE VISTA AVE,Unknown,34.081720000000004,-117.70718400000001,I-10,25 minutes,1.0,,,POINT (211581.4660665039 -434543.4583972842),25
13447,2900,CALTRANS_191023IN00172,CADOT,Collision,20002-Hit and Run No Injuries,2019-10-23 13:51:00,2019-10-23 15:16:00,I215 S NO LA CADENA DR IOWA,Unknown,34.026222,-117.333453,I-215,1 hour 25 minutes,5.0,,,POINT (246234.0998404385 -439795.3557164841),85
13448,2901,CALTRANS_191023IN00176,CADOT,Collision,20002-Hit and Run No Injuries,2019-10-23 13:54:00,2019-10-23 14:39:00,SR60 E CENTRAL AVE,Unknown,34.03013,-117.68940800000001,SR 60,45 minutes,,,,POINT (213360.9732481449 -440224.7731821695),45
2037,3358,CALTRANS_191023IN00185,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 14:09:00,2019-10-23 14:56:00,I215 N SO MARTIN LUTHER KING BLVD MLK,Unknown,33.963913,-117.324977,I-215,47 minutes,1.0,,,POINT (247211.5626763804 -446681.9810749819),47
2039,3360,CALTRANS_191023IN00197,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 14:17:00,2019-10-23 16:28:00,EB 60 ON VALLEY WY OFR,Unknown,34.014593,-117.45328400000001,,2 hours 11 minutes,5.0,,,POINT (235206.0439903734 -441389.0664964654),131
2119,3452,CALTRANS_191023INFSP00085,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 14:19:00,2019-10-23 15:08:00,,Unknown,34.014593,-117.45328400000001,CA 60,49 minutes,4.0,,,POINT (235206.0439903734 -441389.0664964654),49
2120,3453,CALTRANS_191023INFSP00086,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 14:19:00,2019-10-23 14:51:00,,Unknown,33.99921,-117.550128,I-15,32 minutes,7.0,,,POINT (226307.9781665719 -443330.5176619436),32
13451,2905,CALTRANS_191023IN00203,CADOT,Obstructions,1125-Traffic Hazard,2019-10-23 14:22:00,2019-10-23 15:00:00,I210 E TO I10 E CON,Unknown,34.065432,-117.200507,I-210,38 minutes,8.0,,,POINT (258378.6944857235 -435093.8765608007),38
2041,3362,CALTRANS_191023IN00220,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 14:38:00,2019-10-23 16:11:00,SR91 W WO GREEN RIVER RD,Unknown,33.872534,-117.665006,SR 91,1 hour 33 minutes,16.0,,,POINT (216044.2726273312 -457644.2377399961),93
2122,3455,CALTRANS_191023INFSP00098,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-10-23 14:39:00,2019-10-23 15:07:00,SR91 W WO GREEN RIVER RD,Unknown,33.872534,-117.665006,SR 91,28 minutes,12.0,,,POINT (216044.2726273312 -457644.2377399961),28
13453,2907,CALTRANS_191023IN00231,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-10-23 14:48:00,2019-10-23 15:49:00,,Unknown,34.115844,-117.52091000000001,I-15,1 hour 1 minute,9.0,,,POINT (228668.1190188592 -430326.6422610041),61
13452,2906,CALTRANS_191023IN00229,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 14:48:00,2019-10-23 15:17:00,,Unknown,34.067285999999996,-117.543297,I-10,29 minutes,4.0,,,POINT (226743.2010044763 -435765.295161427),29
13543,3008,CALTRANS_191023INFSP00101,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 14:49:00,2019-10-23 15:15:00,I10 E AT I15,Unknown,34.067285999999996,-117.543297,I-10,26 minutes,3.0,,,POINT (226743.2010044763 -435765.295161427),26
13454,2908,CALTRANS_191023IN00243,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 14:56:00,2019-10-23 15:36:00,I215 N SO UNIVERSITY PKWY SB,Unknown,34.15866,-117.328156,I-215,40 minutes,3.0,,,POINT (246309.1232120097 -425095.5934013235),40
13547,3012,CALTRANS_191023INFSP00109,CADOT,Collision,1182-Trfc Collision-No Inj,2019-10-23 14:57:00,2019-10-23 15:43:00,I215 N SO UNIVERSITY PKWY SB,Unknown,34.15866,-117.328156,I-215,46 minutes,4.0,,,POINT (246309.1232120097 -425095.5934013235),46
13455,2909,CALTRANS_191023IN00248,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-10-23 15:00:00,2019-10-23 15:52:00,,Unknown,34.222390999999995,-117.40292,I-215,52 minutes,3.0,,,POINT (239224.9461959085 -418219.1097985497),52
